NumberMeasurements,101
Magnetic,0,0,16.4563,28.81373,-0.8744487
Magnetic,1,0,18.70501,30.98928,0.3120252
Magnetic,2,0,21.30117,33.34955,1.794068
Magnetic,3,0,24.30207,35.89841,3.640138
Magnetic,4,0,27.77332,38.6322,5.934596
Magnetic,5,0,31.78885,41.53527,8.781087
Magnetic,6,0,36.4299,44.57315,12.30629
Magnetic,7,0,41.78208,47.68258,16.66366
Magnetic,8,0,47.92889,50.75663,22.0364
Magnetic,9,0,54.93914,53.62306,28.63784
Magnetic,10,0,62.84368,56.01302,36.70569
Magnetic,11,0,71.59418,57.51737,46.48306
Magnetic,12,0,80.99264,57.52943,58.1732
Magnetic,13,0,90.57727,55.1807,71.84511
Magnetic,14,0,99.45435,49.2969,87.25674
Magnetic,15,0,106.0961,38.44913,103.5656
Magnetic,16,0,108.2162,21.24808,118.9555
Magnetic,17,0,103.0019,-2.940027,130.3949
Magnetic,18,0,88.07321,-32.90151,134.0217
Magnetic,19,0,63.12967,-64.80045,126.6184
Magnetic,20,0,31.1927,-92.89972,107.693
Magnetic,21,0,-2.085705,-112.0134,80.43711
Magnetic,22,0,-31.00698,-119.9605,50.32729
Magnetic,23,0,-52.23403,-117.997,22.4486
Magnetic,24,0,-65.29837,-109.2874,-0.2700185
Magnetic,25,0,-71.55706,-97.09283,-17.10034
Magnetic,26,0,-72.92993,-83.82524,-28.64427
Magnetic,27,0,-71.15193,-70.92918,-35.99064
Magnetic,28,0,-67.52837,-59.12228,-40.2323
Magnetic,29,0,-62.9494,-48.67234,-42.27879
Magnetic,30,0,-57.98577,-39.60172,-42.824
Magnetic,31,0,-52.98603,-31.81363,-42.37355
Magnetic,32,0,-48.15205,-25.16302,-41.28622
Magnetic,33,0,-43.5918,-19.49367,-39.81226
Magnetic,34,0,-39.35457,-14.6562,-38.12374
Magnetic,35,0,-35.45375,-10.5158,-36.33724
Magnetic,36,0,-31.88144,-6.954592,-34.53032
Magnetic,37,0,-28.61771,-3.871391,-32.75319
Magnetic,38,0,-25.63635,-1.180193,-31.03697
Magnetic,39,0,-22.90844,1.1917,-29.39954
Magnetic,40,0,-20.40444,3.30565,-27.84961
Magnetic,41,0,-18.09537,5.213517,-26.38958
Magnetic,42,0,-15.95345,6.959298,-25.01745
Magnetic,43,0,-13.95232,8.580548,-23.72827
Magnetic,44,0,-12.06703,10.10959,-22.51493
Magnetic,45,0,-10.27391,11.57455,-21.36882
Magnetic,46,0,-8.550336,13.00018,-20.28014
Magnetic,47,0,-6.874416,14.40864,-19.23804
Magnetic,48,0,-5.224669,15.82004,-18.23069
Magnetic,49,0,-3.57965,17.25294,-17.24517
Magnetic,50,0,-1.917556,18.7248,-16.26728
Magnetic,51,0,-0.2158027,20.25227,-15.28124
Magnetic,52,0,1.549429,21.85144,-14.26933
Magnetic,53,0,3.403689,23.53798,-13.21138
Magnetic,54,0,5.374789,25.32728,-12.08415
Magnetic,55,0,7.493382,27.23431,-10.86059
Magnetic,56,0,9.793582,29.27349,-9.508932
Magnetic,57,0,12.31363,31.45825,-7.991534
Magnetic,58,0,15.09654,33.80038,-6.263565
Magnetic,59,0,18.19081,36.30892,-4.27139
Magnetic,60,0,21.6509,38.98857,-1.950685
Magnetic,61,0,25.53761,41.83727,0.7757497
Magnetic,62,0,29.91791,44.84272,4.000423
Magnetic,63,0,34.86409,47.97733,7.833735
Magnetic,64,0,40.45135,51.19105,12.40642
Magnetic,65,0,46.75328,54.40124,17.87134
Magnetic,66,0,53.83339,57.47847,24.40349
Magnetic,67,0,61.73066,60.22706,32.19643
Magnetic,68,0,70.43553,62.35918,41.45164
Magnetic,69,0,79.85151,63.46198,52.35506
Magnetic,70,0,89.7363,62.96006,65.0316
Magnetic,71,0,99.61695,60.08197,79.46438
Magnetic,72,0,108.6807,53.85331,95.36396
Magnetic,73,0,115.6642,43.16207,111.9822
Magnetic,74,0,118.8111,26.96827,127.9036
Magnetic,75,0,116.0279,4.72478,140.9277
Magnetic,76,0,105.39,-23.02652,148.2573
Magnetic,77,0,85.99431,-54.15343,147.1875
Magnetic,78,0,58.79765,-84.996,136.1965
Magnetic,79,0,26.81786,-111.2808,115.8728
Magnetic,80,0,-5.662489,-129.5621,88.99328
Magnetic,81,0,-34.54106,-138.3657,59.57152
Magnetic,82,0,-57.14427,-138.3756,31.44266
Magnetic,83,0,-72.63608,-131.7073,7.215522
Magnetic,84,0,-81.61606,-120.8826,-11.98676
Magnetic,85,0,-85.40283,-108.0882,-26.18475
Magnetic,86,0,-85.4447,-94.8847,-36.02435
Magnetic,87,0,-83.0024,-82.23057,-42.36446
Magnetic,88,0,-79.04732,-70.62974,-46.0407
Magnetic,89,0,-74.27393,-60.28788,-47.76506
Magnetic,90,0,-69.15326,-51.23344,-48.10279
Magnetic,91,0,-63.99107,-43.39924,-47.48429
Magnetic,92,0,-58.97677,-36.67292,-46.22865
Magnetic,93,0,-54.22058,-30.92642,-44.56797
Magnetic,94,0,-49.78008,-26.03208,-42.66856
Magnetic,95,0,-45.67871,-21.87086,-40.64787
Magnetic,96,0,-41.91844,-18.3359,-38.58752
Magnetic,97,0,-38.48813,-15.33349,-36.54314
Magnetic,98,0,-35.36923,-12.78269,-34.55162
Magnetic,99,0,-32.53938,-10.61431,-32.63645
Magnetic,100,0,-29.97483,-8.769548,-30.8116
